    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           207        63.844       4.69524     0.0735424
       ttbarFT          1694       245.103       6.20227     0.0253048
       ttbarTF           128       19.0292        1.7637     0.0926834
         ttbar           515       72.8901       3.32667     0.0456395
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           220       29.2501        2.0132     0.0688272
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            23        5.2321       1.24009      0.237017
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            10      0.341201      0.112823      0.330663
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             6      0.108693      0.045107      0.414993
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0367911     0.0367911             1
         Zttbb            31      0.524727      0.444179      0.846496
         Zttbc            18      0.554089      0.236202      0.426289
         Zttbl           216       4.66981       1.19577      0.256065
         Zttcc             5      0.093432      0.121155       1.29672
         Zttcl            57       1.43534      0.455814      0.317565
          Zttl           155      0.556396      0.103885       0.18671
           Wtt           355       20.4226       1.61604     0.0791301
            WW            10      0.401292      0.145284       0.36204
            WZ            23      0.795625      0.229386       0.28831
            ZZ            17      0.101056     0.0352729      0.349043
            VH            58      0.013468    0.00230284      0.170986
         bkg:           3749       465.403
          data          3761          3761
