    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           359       111.757       6.24747     0.0559023
       ttbarFT          1787        258.04        6.3954     0.0247846
       ttbarTF          2277       328.892       7.13696        0.0217
         ttbar          1033       147.426       4.72937     0.0320795
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           547       73.6291       3.20386     0.0435135
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            47       11.3165       1.86418      0.164731
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            15      0.498424       0.13408      0.269007
            Zl             0             0             0             0
           Zcl             1     0.0291654     0.0291654             1
           Zbl             9      0.149268      0.051016      0.341775
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0367911     0.0367911             1
         Zttbb            72       1.63612      0.515498      0.315073
         Zttbc            35      0.918706      0.259738      0.282721
         Zttbl           458       11.5937       1.41684      0.122208
         Zttcc            18      0.328519      0.150838      0.459145
         Zttcl           138       3.33149      0.599253      0.179876
          Zttl           363       1.18956      0.237025      0.199254
           Wtt           850       50.8923       2.65117     0.0520937
            WW            28       2.28189       1.01571      0.445119
            WZ            49       1.41847      0.319491      0.225237
            ZZ            56      0.348647     0.0663738      0.190375
            VH           146     0.0345304    0.00378844      0.109713
         bkg:           8289       1005.75
          data          6643          6643
