    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           404       96.2352       5.16729     0.0536944
       ttbarFT           901       165.524       5.82455     0.0351886
       ttbarTF           128       25.2988       2.32413      0.091867
         ttbar           134       24.3063       2.26471     0.0931734
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           147       18.3607       1.58373     0.0862567
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            16        4.6363       1.21739      0.262579
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            10      0.283357     0.0962494      0.339676
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             8      0.155564      0.057184      0.367593
           Zcb             0             0             0             0
           Zbc             2     0.0510707      0.040736      0.797639
           Zbb             1     0.0432081     0.0432081             1
         Zttbb            20      0.627223      0.193289      0.308167
         Zttbc            12      0.394592      0.127469       0.32304
         Zttbl           187       6.21767      0.717771       0.11544
         Zttcc             4      0.436422      0.319499      0.732087
         Zttcl            72       1.47519      0.255721      0.173347
          Zttl           219       1.10427      0.271957      0.246277
           Wtt           349       18.0978        1.8888      0.104366
            WW             7      0.399003       0.16597       0.41596
            WZ            36      0.855867      0.241856      0.282586
            ZZ            20      0.247177     0.0890154      0.360128
            ZH             0             0             0             0
         bkg:           2677        364.75
          data          7369          7369
