    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            39       11.7143       2.11148      0.180248
       ttbarFT           170       25.6315       2.12542      0.082922
       ttbarTF           359        49.455       2.80598     0.0567381
         ttbar           182       24.9561       1.99529     0.0799521
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            80       10.6335       1.25656       0.11817
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             4       1.14073      0.617426      0.541255
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0223464     0.0223464             1
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             7   0.000584445   0.000575034      0.983899
           Zcb             0             0             0             0
           Zbc             1   -0.00202875    0.00202875            -1
           Zbb             2     0.0258788     0.0187665      0.725171
         Zttbb            40       1.22785      0.314693      0.256296
         Zttbc            28      0.112356     0.0256972      0.228713
         Zttbl           168      0.105314     0.0157234      0.149299
         Zttcc             9     0.0210828    0.00949397      0.450317
         Zttcl            74     0.0321302    0.00940658      0.292764
          Zttl           164    0.00371937    0.00109526      0.294473
           Wtt           442       3.02741      0.531788      0.175658
            WW             7     0.0177222     0.0123907      0.699165
            WZ            18      0.231113      0.144175      0.623828
            ZZ            23     0.0184852     0.0192757       1.04276
            VH            93    0.00672654     0.0011611      0.172614
         bkg:           1911       128.382
          data           239           239
