    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           431       103.099         5.345     0.0518435
       ttbarFT           985       180.789       6.08456     0.0336557
       ttbarTF           139        27.521       2.42818       0.08823
         ttbar           149       26.7614       2.36902      0.088524
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           159       19.8703       1.64956     0.0830162
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            20       5.80044       1.35414      0.233456
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            13      0.404148       0.11896      0.294347
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl            12      0.127852     0.0746519      0.583893
           Zcb             0             0             0             0
           Zbc             3     0.0603006     0.0417686      0.692672
           Zbb             1     0.0432081     0.0432081             1
         Zttbb            29      0.784239      0.205466      0.261994
         Zttbc            16      0.442346      0.130892      0.295904
         Zttbl           264       7.73005      0.767525      0.099291
         Zttcc             9      0.495677       0.32078      0.647156
         Zttcl            99       1.67137      0.264988      0.158546
          Zttl           321       1.24316      0.273065      0.219654
           Wtt           480       21.3013        1.9608     0.0920509
            WW             9      0.545522      0.203782      0.373554
            WZ            39      0.871427      0.242048      0.277761
            ZZ            22      0.311962      0.110094       0.35291
            ZH             0             0             0             0
         bkg:           3200       399.873
          data          8366          8366
