    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            45       7.16558       1.11524      0.155638
       ttbarFT           285       19.6704       1.24922     0.0635077
       ttbarTF           466       32.4146       1.57698     0.0486503
         ttbar          1551       110.013       2.88701     0.0262424
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            90       12.2825       1.32913      0.108213
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             6       1.77222      0.746677      0.421323
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             3     0.0872546     0.0529531       0.60688
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             1   0.000495589   0.000495589             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           103       3.71501      0.673273       0.18123
         Zttbc            36      0.187798      0.059446      0.316542
         Zttbl           311     0.0903709     0.0372468      0.412155
         Zttcc            29      0.139296     0.0695421      0.499241
         Zttcl            95     0.0375085      0.012421      0.331151
          Zttl           219    0.00370271    0.00111076      0.299984
           Wtt           171       1.80637      0.341778      0.189207
            WW             9     0.0645422     0.0556015      0.861475
            WZ            43     0.0828926      0.031276      0.377307
            ZZ            10     0.0354615     0.0213522      0.602125
            VH           130     0.0121091    0.00205254      0.169504
         bkg:           3603       189.582
          data           364           182
