    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           320       48.0001       2.92519     0.0609414
       ttbarFT          2255       157.374       3.45857     0.0219767
       ttbarTF          3202       225.902       4.19153     0.0185546
         ttbar          9672       701.925       7.38971     0.0105278
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           619       84.2869       3.52187     0.0417843
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            47       12.6298       1.94675      0.154139
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            24      0.737617      0.159301      0.215968
            Zl             4   2.49751e-05   1.25152e-05      0.501107
           Zcl             0             0             0             0
           Zbl            12    0.00296655    0.00107728      0.363141
           Zcb             0             0             0             0
           Zbc             2    0.00832643    0.00588767      0.707107
           Zbb             4     0.0610989      0.031911      0.522285
         Zttbb           700       20.6588       1.48869     0.0720612
         Zttbc           402        2.3848      0.220378     0.0924092
         Zttbl          2358       1.18811     0.0834711     0.0702553
         Zttcc           259       1.11287      0.141288      0.126958
         Zttcl           615      0.255869     0.0277252      0.108357
          Zttl          1562      0.060531     0.0189067      0.312347
           Wtt           945       10.1117      0.813868      0.080488
            WW            59     0.0492896     0.0151308      0.306977
            WZ           477       0.74113     0.0917509      0.123799
            ZZ            68      0.487201      0.116319       0.23875
            VH           858     0.0961658    0.00649862     0.0675773
         bkg:          24464       1268.08
          data          2432          1216
