    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           429       112.228       6.07177     0.0541019
       ttbarFT           750       113.711       4.47169     0.0393252
       ttbarTF          1111        166.05       5.27823      0.031787
         ttbar           247       35.4949       2.43858     0.0687024
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           195       26.6739       1.97077      0.073884
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            23       6.79921       1.49167      0.219388
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            10       0.32275      0.106805      0.330922
            Zl             1    0.00649725    0.00649725             1
           Zcl             0             0             0             0
           Zbl            12      0.477481      0.236997       0.49635
           Zcb             0             0             0             0
           Zbc             1      0.016786      0.016786             1
           Zbb             2       0.04083     0.0380396      0.931658
         Zttbb            50       1.50401      0.513809      0.341626
         Zttbc            29      0.897279      0.253106      0.282082
         Zttbl           332       10.1056       1.02922      0.101846
         Zttcc            12      0.300409        0.1209      0.402449
         Zttcl           101       2.68323      0.941525      0.350892
          Zttl           275       1.41293      0.251062      0.177689
           Wtt           600       30.6606       2.31499     0.0755038
            WW            34      0.762717      0.185415      0.243098
            WZ           190       1.29163      0.170231      0.131796
            ZZ            22      0.316966      0.109804      0.346422
            ZH             0             0             0             0
         bkg:           4426       511.756
          data          9856          9856
