    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           541       167.907       7.62349     0.0454029
       ttbarFT          2234       314.929       7.00932     0.0222569
       ttbarTF          2846       406.862       7.94846      0.019536
         ttbar          1290       181.923        5.2437     0.0288237
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           293       38.9708        2.3636     0.0606506
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            71       19.2252       2.39533      0.124593
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            26      0.821187       0.17504      0.213154
            Zl             1   1.56012e-05   1.56012e-05             1
           Zcl             3    0.00215409    0.00160691      0.745982
           Zbl             7    0.00418706    0.00218458      0.521745
           Zcb             0             0             0             0
           Zbc             1    0.00382717    0.00382717             1
           Zbb             3     0.0464342     0.0271523      0.584746
         Zttbb           114       3.27985      0.464562      0.141641
         Zttbc            71      0.401862     0.0798786      0.198771
         Zttbl           463      0.533066     0.0462635     0.0867875
         Zttcc            46      0.211899     0.0700871      0.330756
         Zttcl           145     0.0918075      0.019394      0.211246
          Zttl           405     0.0189428    0.00820067      0.432918
           Wtt          1066       12.0308       1.13671     0.0944834
            WW            89      0.139808     0.0444605      0.318011
            WZ           235      0.494379     0.0931392      0.188396
            ZZ            23     0.0769308     0.0627934      0.816232
            VH           169     0.0173837    0.00250323      0.143998
         bkg:          10142       1147.99
          data          2171          2171
