    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           274       81.1654       5.28922     0.0651659
       ttbarFT          1007       149.283       4.99996     0.0334931
       ttbarTF          1518       222.683       6.00117     0.0269494
         ttbar           660       94.0991       3.82274     0.0406246
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           451       59.2191       2.90499      0.049055
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            30       6.82246       1.55267      0.227582
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            13       0.41255      0.119697      0.290139
            Zl             1   0.000963898   0.000963898             1
           Zcl             1    0.00134818    0.00134818             1
           Zbl             5     0.0668386     0.0308419      0.461438
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0588589     0.0417321      0.709019
         Zttbb            82        2.1535      0.487877       0.22655
         Zttbc            48       1.05268      0.195717      0.185924
         Zttbl           539       11.8196        1.0223      0.086492
         Zttcc            31      0.723841      0.228966      0.316321
         Zttcl           164       2.01248      0.302958       0.15054
          Zttl           389       0.77651      0.231033      0.297527
           Wtt          1247       59.8951       3.18374     0.0531554
            WW            86       2.06837      0.417774      0.201983
            WZ           259       1.85364      0.193707      0.104501
            ZZ            19      0.214928     0.0873028      0.406195
            VH           139     0.0319698    0.00458264      0.143343
         bkg:           6965       696.415
          data          6463          6463
