    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           185       24.4367        1.9566     0.0800682
       ttbarFT           450        32.241       1.64578     0.0510463
       ttbarTF           861       59.4064       2.14754       0.03615
         ttbar           220       17.4303        1.2617     0.0723854
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            76       10.5181       1.23321      0.117246
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            14       1.81148      0.789955      0.436083
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             5      0.139795     0.0645116      0.461472
            Zl             4   3.29678e-05   2.21186e-05      0.670917
           Zcl             4    0.00113697   0.000771339      0.678415
           Zbl             9    0.00420886    0.00152422      0.362146
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             3      0.030323     0.0176439      0.581865
         Zttbb            61       2.40189      0.413856      0.172305
         Zttbc            47      0.271579     0.0550673      0.202767
         Zttbl           326      0.308407     0.0462217      0.149873
         Zttcc            25     0.0256947     0.0160913      0.626249
         Zttcl           128     0.0812193     0.0166247      0.204689
          Zttl           279     0.0224794    0.00424964      0.189046
           Wtt           646       6.64152      0.712541      0.107286
            WW            37     0.0993633      0.046612      0.469107
            WZ           163      0.168249     0.0452809      0.269129
            ZZ            31      0.102811     0.0407915      0.396762
            ZH             0             0             0             0
         bkg:           3574       156.143
          data           683         341.5
