    sampleName       entries      integral         error  error/integ.
     ttbarFake           270       39.4706        2.6561     0.0672932
         ttbar            61       8.01013       1.12032      0.139862
        stopWt             9      0.925274      0.350261      0.378549
         stopt             4      0.268998       0.16579      0.616323
         stops             2     0.0449032     0.0336683      0.749798
         Zttbb             2     0.0916697     0.0669001      0.729795
         Zttbc             1     0.0474342     0.0474342             1
         Zttbl             1    0.00588627    0.00588627             1
         Zttcc             0             0             0             0
         Zttcl             0             0             0             0
          Zttl             0             0             0             0
           Wtt             1     0.0170421     0.0170421             1
             W             1      0.103219      0.103219             1
           Zbb             6      0.112568     0.0499992      0.444169
           Zbc             0             0             0             0
           Zbl             2     0.0327983     0.0318122      0.969934
           Zcc             1     0.0472623     0.0472623             1
           Zcl             0             0             0             0
            Zl             0             0             0             0
            ZZ             0             0             0             0
            WW             0             0             0             0
            WZ             0             0             0             0
           ttH            90     0.0865105     0.0114001      0.131777
    VBFHtautau             0             0             0             0
    ggFHtautau             0             0             0             0
    ggZHtautau             0             0             0             0
    qqZHtautau             0             0             0             0
        ggZHbb             0             0             0             0
        qqZHbb             1    0.00120538    0.00120538             1
      WHtautau             0             0             0             0
          WHbb             1   0.000311741   0.000311741             1
          DYtt             0             0             0             0
            DY             1       0.28878       0.28878             1
         bkg:            454       49.5546
          data           230           230
