    sampleName       entries      integral         error  error/integ.
          Fake       2608946       35691.2       75.1875    0.00210661
         ttbar         29232       3469.08       21.2351    0.00612125
        stopWt          4813       576.276       8.69326     0.0150852
         stopt          1359       146.642       5.69167     0.0388133
         stops           167       4.68051      0.386588     0.0825952
         Zttbb           337       16.3141       2.54941      0.156271
         Zttbc           411       15.2738        2.4624      0.161218
         Zttbl          6397       204.747       8.28773     0.0404778
         Zttcc          2432       229.683       18.5906     0.0809403
         Zttcl         22582       1409.58       37.9323     0.0269104
          Zttl        240910       11426.9       112.702    0.00986279
           Wtt          1182        232.86       26.0832      0.112012
             W         12678       2448.68        75.206     0.0307128
           Zbb            61       2.33494      0.606488      0.259744
           Zbc           112       3.40753      0.733709       0.21532
           Zbl          1794       39.0341       4.13421      0.105913
           Zcc           277       16.5112       7.32013      0.443342
           Zcl          4408       323.387       22.0233     0.0681021
            Zl         27933       1999.09       52.9746     0.0264993
            ZZ          4151        56.997       1.46949     0.0257819
            WW          9320       832.361       14.0946     0.0169333
            WZ         16558       326.001       5.02422     0.0154117
           ttH          5643       5.12449     0.0858304     0.0167491
    VBFHtautau         25597        39.311      0.255002    0.00648679
    ggFHtautau         20409       165.479       1.37621    0.00831656
    ggZHtautau           488       1.69624     0.0788732     0.0464989
    qqZHtautau           908       4.06233      0.142097     0.0349793
        ggZHbb           348     0.0967129    0.00571296     0.0590713
        qqZHbb          1134      0.284704     0.0138648     0.0486991
      WHtautau          1282       9.62185      0.292135     0.0303617
          WHbb           469      0.561899     0.0413533     0.0735956
          DYtt            68        20.882       3.95886      0.189582
            DY           931       219.563       17.2509     0.0785696
         bkg:    3.05334e+06       59937.7
          data         60278         60278
