    sampleName       entries      integral         error  error/integ.
          Fake       4826856        146214       248.107    0.00169688
         ttbar        116511       14118.8       43.4979    0.00308085
        stopWt         19866       2418.12       17.9654    0.00742952
         stopt          4702       517.304       10.7865     0.0208514
         stops           535       14.4847      0.677734     0.0467898
         Zttbb          1494       64.2314       6.05094     0.0942054
         Zttbc          1795       71.2736       5.33268     0.0748199
         Zttbl         27885       897.428       20.3649     0.0226925
         Zttcc         10535       973.778       39.1925     0.0402479
         Zttcl         99516       6146.06        76.804     0.0124965
          Zttl       1077072       51060.6        238.69    0.00467465
           Wtt          3088       441.856       35.1758     0.0796092
             W         22903       4838.78       134.904     0.0278797
           Zbb          1132        34.317       6.38666      0.186108
           Zbc          1408       41.8827       5.25716      0.125521
           Zbl         21701       498.889         17.49     0.0350578
           Zcc          4729       478.974       34.1837     0.0713686
           Zcl         45493       3474.48       71.7397     0.0206476
            Zl        297704       23033.2       177.904    0.00772382
            ZZ         21072       298.967       3.44175     0.0115122
            WW         27612       2507.75       24.3427    0.00970698
            WZ         75484       1365.44       9.71211    0.00711279
           ttH         26567       23.5743       0.18443    0.00782333
    VBFHtautau        121020       189.092      0.577255    0.00305277
    ggFHtautau         96963       800.808       3.06417    0.00382634
    ggZHtautau          2390       8.48327      0.179094     0.0211115
    qqZHtautau          4378       19.8306       0.31642     0.0159561
        ggZHbb          1817      0.805932      0.122117      0.151522
        qqZHbb          5647       1.48097     0.0330061     0.0222868
      WHtautau          6206       47.5761      0.655595     0.0137799
          WHbb          1452       1.82856     0.0777421     0.0425154
          DYtt           249       69.9041       8.11073      0.116026
            DY          3091       794.224       60.2061     0.0758049
         bkg:    6.97887e+06        261468
          data        273402        273402
