    sampleName       entries      integral         error  error/integ.
          Fake       1475796       41244.6       132.401    0.00321015
         ttbar        408026       48417.8       79.4794    0.00164153
        stopWt         49625       5960.62       27.9531    0.00468964
         stopt          9085       950.599       14.4412     0.0151917
         stops          1508       41.0598       1.13263     0.0275849
         Zttbb          8399       382.191       14.6755     0.0383983
         Zttbc          5838       257.719       9.43247     0.0365999
         Zttbl         85367       2805.59       31.0155     0.0110549
         Zttcc          3376       431.676       31.7062      0.073449
         Zttcl         19254       1460.13       44.3204     0.0303536
          Zttl         16915        768.19        31.204     0.0406202
           Wtt           345       52.6587       14.2644      0.270883
             W          2490       332.188       19.6506      0.059155
           Zbb          8238       253.927       16.1387     0.0635566
           Zbc          5561       170.961       8.97713     0.0525098
           Zbl         81339       1852.45       30.9885     0.0167284
           Zcc          1738       288.946        27.009     0.0934741
           Zcl          9702       862.085       42.4984     0.0492972
            Zl          5368       370.195       24.4434     0.0660285
            ZZ          4052        61.854       1.66605     0.0269353
            WW          1504       173.281       7.19992     0.0415505
            WZ          6595       154.414       3.48777     0.0225871
           ttH         96516       76.2435      0.319452    0.00418989
    VBFHtautau          8417       13.2411      0.153356     0.0115818
    ggFHtautau          7148       59.5348      0.840147     0.0141118
    ggZHtautau           432       1.51119     0.0757507     0.0501264
    qqZHtautau           854       3.84902      0.140151      0.036412
        ggZHbb          5581       1.86207      0.129335     0.0694574
        qqZHbb         15947       3.98424     0.0526305     0.0132097
      WHtautau           616       4.63809      0.202254     0.0436072
          WHbb          2692       2.96485     0.0932066     0.0314372
          DYtt            37       3.10993       2.12443      0.683112
            DY           361       58.9967       5.93564       0.10061
         bkg:    2.34872e+06        107523
          data        107118        107118
