    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             0             0             0             0
       ttbarFT             6      0.402125      0.168397      0.418768
       ttbarTF            24       1.67722       0.34749      0.207182
         ttbar            96       7.05032      0.755083      0.107099
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            32       4.08077      0.764195      0.187267
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             0             0             0             0
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             2     0.0188045      0.014178      0.753967
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            27     0.0342343       0.78518       22.9355
         Zttbc            13     0.0915203     0.0779508      0.851732
         Zttbl            94       2.04189      0.442094      0.216513
         Zttcc            10     0.0892288      0.144884       1.62374
         Zttcl            34     -0.265523      0.469192      -1.76705
          Zttl            57      0.038059     0.0461265       1.21197
           Wtt            52       1.83016      0.368046      0.201101
            WW             3     0.0454115     0.0495875       1.09196
            WZ             7     0.0285967     0.0341125       1.19288
            ZZ             2     0.0402175     0.0353007      0.877745
            VH            35     0.0046905    0.00087989       0.18759
         bkg:            494       17.2077
          data            59          29.5
