    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            29       6.60011       1.29334      0.195957
       ttbarFT           151       25.8629       2.23009     0.0862276
       ttbarTF            14       2.41989      0.659538      0.272548
         ttbar            56       9.40459       1.29033      0.137202
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            29       3.59552      0.713141      0.198342
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            12       3.54089       1.06848      0.301754
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0684279     0.0489736      0.715697
            Zl             1   1.71168e-06   1.71168e-06             1
           Zcl             0             0             0             0
           Zbl             2   0.000240705   0.000312215       1.29708
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0289139     0.0205827      0.711862
         Zttbb            30      0.124617      0.369985       2.96897
         Zttbc            14      0.048789     0.0201306      0.412606
         Zttbl           103     0.0811012     0.0226185      0.278892
         Zttcc            10     0.0199702      0.012936      0.647765
         Zttcl            42    0.00867362    0.00404379      0.466216
          Zttl           102     0.0020346   0.000974334      0.478883
           Wtt           296       1.55526      0.381956       0.24559
            WW             5      0.418479      0.241779      0.577757
            WZ            10      0.255578      0.129848      0.508059
            ZZ             2      0.016061     0.0158678       0.98797
            VH            41    0.00274216   0.000497816      0.181542
         bkg:            953       54.0547
          data           168           168
