    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            37       6.21501        1.0564      0.169976
       ttbarFT           334       22.8043       1.28599     0.0563922
       ttbarTF           569       40.2681       1.74918     0.0434385
         ttbar          2362       165.735       3.49938     0.0211144
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           175       23.0154       1.76601     0.0767318
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            12       2.79798      0.984402      0.351826
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             4      0.126767      0.065448      0.516288
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           195       5.03834      0.581028      0.115321
         Zttbc            99      0.830985      0.236545      0.284656
         Zttbl           684      0.250173     0.0230175     0.0920062
         Zttcc            75      0.169306     0.0424845      0.250933
         Zttcl           175     0.0610441     0.0136242      0.223186
          Zttl           428    0.00601276    0.00182436      0.303415
           Wtt           315        3.4053      0.497086      0.145974
            WW             4    0.00149517    0.00173933        1.1633
            WZ            31     0.0559341     0.0683289        1.2216
            ZZ            62      0.112448     0.0457239      0.406621
            VH           306     0.0257748     0.0020908     0.0811177
         bkg:           5867       270.919
          data           514           257
